,holidays,date,sku_id,sales_price,year,month,day,day_of_year,day_of_week,is_weekend,category_1,category_2,category_3,growing_sum_sales_price,sales_quantity
0,0,2020-11-01,1045,284.7,2020,11,1,306,6,True,1,0,0,284.7,1.5083640888922902
1,0,2020-11-01,605572,62.322,2020,11,1,306,6,True,0,1,0,62.322,2.627565653906747
2,0,2020-11-01,49020,388.7,2020,11,1,306,6,True,1,0,0,388.7,1.2923252891666812
3,0,2020-11-01,840709,61.022,2020,11,1,306,6,True,1,0,0,61.022,2.6901390542300856
4,0,2020-11-01,605573,62.322,2020,11,1,306,6,True,0,1,0,62.322,2.627565653906747
5,0,2020-11-01,609713,778.7,2020,11,1,306,6,True,1,0,0,778.7,1.2679542335836753
6,0,2020-11-01,609715,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.2850134505092727
7,0,2020-11-01,605416,1428.7,2020,11,1,306,6,True,1,0,0,1428.7,1.3304610792582212
8,0,2020-11-01,49019,375.7,2020,11,1,306,6,True,1,0,0,375.7,1.3262672030694502
9,0,2020-11-01,812669,778.7,2020,11,1,306,6,True,1,0,0,778.7,1.3002830162737444
10,0,2020-11-01,610642,75.4,2020,11,1,306,6,True,0,1,0,75.4,2.7857232932900855
11,0,2020-11-01,610895,765.7,2020,11,1,306,6,True,1,0,0,765.7,1.2656557727327264
12,0,2020-11-01,610896,557.7,2020,11,1,306,6,True,1,0,0,557.7,1.2749716282870636
13,0,2020-11-01,47726,310.7,2020,11,1,306,6,True,1,0,0,310.7,1.4308656147095584
14,0,2020-11-01,619579,323.7,2020,11,1,306,6,True,1,0,0,323.7,1.5262107686719495
15,0,2020-11-01,790006,1097.2,2020,11,1,306,6,True,1,0,0,1097.2,1.3668457737941544
16,0,2020-11-01,605414,564.2,2020,11,1,306,6,True,1,0,0,564.2,1.2775818549026723
17,0,2020-11-01,790007,362.7,2020,11,1,306,6,True,1,0,0,362.7,1.469383908309835
18,0,2020-11-01,50227,1038.7,2020,11,1,306,6,True,1,0,0,1038.7,1.3283177041611471
19,0,2020-11-01,55559,349.7,2020,11,1,306,6,True,1,0,0,349.7,1.389589772534264
20,0,2020-11-01,598039,1279.2,2020,11,1,306,6,True,1,0,0,1279.2,1.3296735397498753
21,0,2020-11-01,812668,778.7,2020,11,1,306,6,True,1,0,0,778.7,1.3002830162737444
22,0,2020-11-01,598061,596.7,2020,11,1,306,6,True,1,0,0,596.7,1.2690997236557588
23,0,2020-11-01,598064,427.7,2020,11,1,306,6,True,1,0,0,427.7,1.2887333203195643
24,0,2020-11-01,52081,486.2,2020,11,1,306,6,True,1,0,0,486.2,1.2718786914528768
25,0,2020-11-01,598066,492.7,2020,11,1,306,6,True,1,0,0,492.7,1.2801467972161742
26,0,2020-11-01,791994,928.2,2020,11,1,306,6,True,1,0,0,928.2,1.395914642354959
27,0,2020-11-01,598393,180.7,2020,11,1,306,6,True,1,0,0,180.7,1.5210358883119333
28,0,2020-11-01,826433,291.2,2020,11,1,306,6,True,1,0,0,291.2,1.5771875389105825
29,0,2020-11-01,50663,1493.7,2020,11,1,306,6,True,1,0,0,1493.7,1.325942687577954
30,0,2020-11-01,605403,648.7,2020,11,1,306,6,True,1,0,0,648.7,1.2641560829064238
31,0,2020-11-01,605404,720.2,2020,11,1,306,6,True,1,0,0,720.2,1.2656557727327264
32,0,2020-11-01,605407,518.7,2020,11,1,306,6,True,1,0,0,518.7,1.277282177862444
33,0,2020-11-01,605410,687.7,2020,11,1,306,6,True,1,0,0,687.7,1.2641560829064238
34,0,2020-11-01,826421,284.7,2020,11,1,306,6,True,1,0,0,284.7,1.5678190981309725
35,0,2020-11-01,597016,232.7,2020,11,1,306,6,True,1,0,0,232.7,1.4932990692360648
36,0,2020-11-01,619580,323.7,2020,11,1,306,6,True,1,0,0,323.7,1.5262107686719495
37,0,2020-11-01,46088,707.2,2020,11,1,306,6,True,1,0,0,707.2,1.2575924965233916
38,0,2020-11-01,623516,65.0,2020,11,1,306,6,True,0,1,0,65.0,2.7686553648254506
39,0,2020-11-01,826414,882.7,2020,11,1,306,6,True,1,0,0,882.7,1.3506577065894243
40,0,2020-11-01,624099,518.7,2020,11,1,306,6,True,1,0,0,518.7,1.277282177862444
41,0,2020-11-01,630969,973.7,2020,11,1,306,6,True,1,0,0,973.7,1.3316159513772772
42,0,2020-11-01,630972,973.7,2020,11,1,306,6,True,1,0,0,973.7,1.3316159513772772
43,0,2020-11-01,37403,635.7,2020,11,1,306,6,True,1,0,0,635.7,1.2652228400062175
44,0,2020-11-01,37441,1948.7,2020,11,1,306,6,True,1,0,0,1948.7,1.3541740769310255
45,0,2020-11-01,812739,58.5,2020,11,1,306,6,True,0,1,0,58.5,2.9872861837257854
46,0,2020-11-01,820884,40.547,2020,11,1,306,6,True,0,0,1,40.547,14.674901257428846
47,0,2020-11-01,630974,245.7,2020,11,1,306,6,True,1,0,0,245.7,1.5206584835944394
48,0,2020-11-01,630976,252.2,2020,11,1,306,6,True,1,0,0,252.2,1.5016724190070203
49,0,2020-11-01,34566,336.7,2020,11,1,306,6,True,1,0,0,336.7,1.4374700272509577
50,0,2020-11-01,630977,154.70000000000002,2020,11,1,306,6,True,1,0,0,154.70000000000002,1.5858893506574068
51,0,2020-11-01,630978,161.20000000000002,2020,11,1,306,6,True,1,0,0,161.20000000000002,1.5983379001018119
52,0,2020-11-01,789069,505.7000000000001,2020,11,1,306,6,True,1,0,0,505.7000000000001,1.3115809841040234
53,0,2020-11-01,623515,83.122,2020,11,1,306,6,True,0,1,0,83.122,2.7612178230752833
54,0,2020-11-01,789088,375.7,2020,11,1,306,6,True,1,0,0,375.7,1.4007190415786177
55,0,2020-11-01,621643,1298.7,2020,11,1,306,6,True,1,0,0,1298.7,1.3314964200279586
56,0,2020-11-01,790005,395.2,2020,11,1,306,6,True,1,0,0,395.2,1.3343322646711084
57,0,2020-11-01,619584,161.20000000000002,2020,11,1,306,6,True,1,0,0,161.20000000000002,1.66728964000983
58,0,2020-11-01,619585,180.7,2020,11,1,306,6,True,1,0,0,180.7,1.509654940103097
59,0,2020-11-01,619647,635.7,2020,11,1,306,6,True,1,0,0,635.7,1.2641560829064238
60,0,2020-11-01,38044,213.2,2020,11,1,306,6,True,1,0,0,213.2,1.5657150828898674
61,0,2020-11-01,619880,135.20000000000002,2020,11,1,306,6,True,1,0,0,135.20000000000002,1.5962102244517735
62,0,2020-11-01,619881,135.20000000000002,2020,11,1,306,6,True,1,0,0,135.20000000000002,1.5929683922037632
63,0,2020-11-01,790004,564.2,2020,11,1,306,6,True,1,0,0,564.2,1.3099106375927414
64,0,2020-11-01,620959,258.7,2020,11,1,306,6,True,1,0,0,258.7,1.5129984061774149
65,0,2020-11-01,37939,1038.7,2020,11,1,306,6,True,1,0,0,1038.7,1.3283177041611471
66,0,2020-11-01,620960,284.7,2020,11,1,306,6,True,1,0,0,284.7,1.5055567080905556
67,0,2020-11-01,621322,54.6,2020,11,1,306,6,True,0,1,0,54.6,2.7686553648254506
68,0,2020-11-01,621334,53.3,2020,11,1,306,6,True,0,1,0,53.3,2.9374270743824376
69,0,2020-11-01,621633,707.2,2020,11,1,306,6,True,1,0,0,707.2,1.2641560829064238
70,0,2020-11-01,37544,310.7,2020,11,1,306,6,True,1,0,0,310.7,1.4308656147095584
71,0,2020-11-01,619582,161.20000000000002,2020,11,1,306,6,True,1,0,0,161.20000000000002,1.6708137452263745
72,0,2020-11-01,597015,232.7,2020,11,1,306,6,True,1,0,0,232.7,1.4932990692360648
73,0,2020-11-01,596156,129.987,2020,11,1,306,6,True,1,0,0,129.987,1.541266834758667
74,0,2020-11-01,792124,1090.7,2020,11,1,306,6,True,1,0,0,1090.7,1.3668457737941544
75,0,2020-11-01,72483,369.2,2020,11,1,306,6,True,1,0,0,369.2,1.3408578706197831
76,0,2020-11-01,811984,64.98700000000001,2020,11,1,306,6,True,1,0,0,64.98700000000001,2.6668057208967526
77,0,2020-11-01,563958,648.7,2020,11,1,306,6,True,1,0,0,648.7,1.2607450943160456
78,0,2020-11-01,794009,65.65,2020,11,1,306,6,True,0,1,0,65.65,2.9639528503924515
79,0,2020-11-01,564762,53.95,2020,11,1,306,6,True,0,1,0,53.95,2.7439170559102437
80,0,2020-11-01,72372,297.7,2020,11,1,306,6,True,1,0,0,297.7,1.4335343371423244
81,0,2020-11-01,559444,375.7,2020,11,1,306,6,True,1,0,0,375.7,1.3348456503802262
82,0,2020-11-01,840635,61.022,2020,11,1,306,6,True,0,1,0,61.022,2.9872861837257854
83,0,2020-11-01,565784,219.7,2020,11,1,306,6,True,1,0,0,219.7,1.4544196477165425
84,0,2020-11-01,566236,778.7,2020,11,1,306,6,True,1,0,0,778.7,1.2648497219773238
85,0,2020-11-01,566241,362.7,2020,11,1,306,6,True,1,0,0,362.7,1.3870668678553368
86,0,2020-11-01,70019,356.2,2020,11,1,306,6,True,1,0,0,356.2,1.3861750631555234
87,0,2020-11-01,566987,258.7,2020,11,1,306,6,True,1,0,0,258.7,1.4598431476065898
88,0,2020-11-01,566988,278.2,2020,11,1,306,6,True,1,0,0,278.2,1.45692525904354
89,0,2020-11-01,564763,53.95,2020,11,1,306,6,True,0,1,0,53.95,2.7439170559102437
90,0,2020-11-01,559442,356.2,2020,11,1,306,6,True,1,0,0,356.2,1.402515596336414
91,0,2020-11-01,559439,356.2,2020,11,1,306,6,True,1,0,0,356.2,1.402515596336414
92,0,2020-11-01,820163,61.1,2020,11,1,306,6,True,0,1,0,61.1,2.9872861837257854
93,0,2020-11-01,554957,466.7,2020,11,1,306,6,True,1,0,0,466.7,1.2805161190797534
94,0,2020-11-01,794096,56.797,2020,11,1,306,6,True,1,0,0,56.797,2.6901390542300856
95,0,2020-11-01,820439,947.7,2020,11,1,306,6,True,1,0,0,947.7,1.3764067777071693
96,0,2020-11-01,554958,465.4,2020,11,1,306,6,True,1,0,0,465.4,1.2805161190797534
97,0,2020-11-01,81158,1558.7,2020,11,1,306,6,True,1,0,0,1558.7,1.325942687577954
98,0,2020-11-01,556333,72.722,2020,11,1,306,6,True,0,1,0,72.722,2.5694062424846713
99,0,2020-11-01,558803,388.7,2020,11,1,306,6,True,1,0,0,388.7,1.301504801649615
100,0,2020-11-01,558805,908.7,2020,11,1,306,6,True,1,0,0,908.7,1.359030493857362
101,0,2020-11-01,558809,1103.7,2020,11,1,306,6,True,1,0,0,1103.7,1.3338464159811882
102,0,2020-11-01,76072,304.2,2020,11,1,306,6,True,1,0,0,304.2,1.4335343371423244
103,0,2020-11-01,558923,687.7,2020,11,1,306,6,True,1,0,0,687.7,1.262192417601817
104,0,2020-11-01,794095,56.797,2020,11,1,306,6,True,1,0,0,56.797,2.6901390542300856
105,0,2020-11-01,558924,362.7,2020,11,1,306,6,True,1,0,0,362.7,1.380295743529409
106,0,2020-11-01,72694,531.7,2020,11,1,306,6,True,1,0,0,531.7,1.2680923720352164
107,0,2020-11-01,826976,206.7,2020,11,1,306,6,True,1,0,0,206.7,1.8730211667267676
108,0,2020-11-01,792652,97.487,2020,11,1,306,6,True,1,0,0,97.487,2.2205381066695224
109,0,2020-11-01,566990,583.7,2020,11,1,306,6,True,1,0,0,583.7,1.2659540146575876
110,0,2020-11-01,69265,42.627,2020,11,1,306,6,True,0,0,1,42.627,11.599610017733058
111,0,2020-11-01,566991,583.7,2020,11,1,306,6,True,1,0,0,583.7,1.2659540146575876
112,0,2020-11-01,590001,538.2,2020,11,1,306,6,True,1,0,0,538.2,1.2714789711712506
113,0,2020-11-01,590067,310.7,2020,11,1,306,6,True,1,0,0,310.7,1.4542857723829323
114,0,2020-11-01,590069,889.2,2020,11,1,306,6,True,1,0,0,889.2,1.3154151474347402
115,0,2020-11-01,58116,798.2,2020,11,1,306,6,True,1,0,0,798.2,1.2823575683281951
116,0,2020-11-01,591592,908.7,2020,11,1,306,6,True,1,0,0,908.7,1.3580651154909433
117,0,2020-11-01,826434,414.7,2020,11,1,306,6,True,1,0,0,414.7,1.3319145760379252
118,0,2020-11-01,591594,1688.7,2020,11,1,306,6,True,1,0,0,1688.7,1.340975451212281
119,0,2020-11-01,792147,310.7,2020,11,1,306,6,True,1,0,0,310.7,1.5673620405549678
120,0,2020-11-01,593298,265.2,2020,11,1,306,6,True,1,0,0,265.2,1.458512203479311
121,0,2020-11-01,55592,66.222,2020,11,1,306,6,True,0,1,0,66.222,2.491013215502415
122,0,2020-11-01,593299,245.7,2020,11,1,306,6,True,1,0,0,245.7,1.4689352680837695
123,0,2020-11-01,593428,674.7,2020,11,1,306,6,True,1,0,0,674.7,1.2648912912183565
124,0,2020-11-01,593432,323.7,2020,11,1,306,6,True,1,0,0,323.7,1.4983023525160752
125,0,2020-11-01,596152,50.687000000000005,2020,11,1,306,6,True,1,0,0,50.687000000000005,2.4443522579737675
126,0,2020-11-01,55560,258.7,2020,11,1,306,6,True,1,0,0,258.7,1.4339698729543502
127,0,2020-11-01,58118,440.7,2020,11,1,306,6,True,1,0,0,440.7,1.2757998641281814
128,0,2020-11-01,630980,167.70000000000002,2020,11,1,306,6,True,1,0,0,167.70000000000002,1.7896242250783936
129,0,2020-11-01,589894,65.0,2020,11,1,306,6,True,0,1,0,65.0,2.5694062424846713
130,0,2020-11-01,792650,674.7,2020,11,1,306,6,True,1,0,0,674.7,1.296484865596493
131,0,2020-11-01,567734,61.022,2020,11,1,306,6,True,0,1,0,61.022,2.5694062424846713
132,0,2020-11-01,826490,206.7,2020,11,1,306,6,True,1,0,0,206.7,1.8730211667267676
133,0,2020-11-01,571648,570.7,2020,11,1,306,6,True,1,0,0,570.7,1.272841553685341
134,0,2020-11-01,68943,116.922,2020,11,1,306,6,True,0,1,0,116.922,2.1282895092080585
135,0,2020-11-01,575011,66.222,2020,11,1,306,6,True,0,1,0,66.222,2.5694062424846713
136,0,2020-11-01,792651,97.487,2020,11,1,306,6,True,1,0,0,97.487,2.2205381066695224
137,0,2020-11-01,575013,66.222,2020,11,1,306,6,True,0,1,0,66.222,2.5694062424846713
138,0,2020-11-01,577581,61.1,2020,11,1,306,6,True,0,1,0,61.1,2.5694062424846713
139,0,2020-11-01,67884,850.2,2020,11,1,306,6,True,1,0,0,850.2,1.2786815505292717
140,0,2020-11-01,812571,42.627,2020,11,1,306,6,True,0,0,1,42.627,14.674901257428846
